tweet_id	date	text	label	toponyms
1167826595127672833	2019-08-31	Im set with food and water. Now its time to work on #HurricaneDorian memes. https://t.co/6rW4avzpLl	requests_or_needs	{}
1167683187088211968	2019-08-31	May #TrumpsMaralago be completely destroyed and everything/one else be safe.  While #TrumpIsKillingKids and #TrumpHasKidsInCages causes #TrumpRecession with the #TrumpTariffs ALL HE CARES ABOUT IS HIS BELOVED MARALAGO. #TrumpIsSatanIncarnate #TrumpIsASadist https://t.co/Ji6QMikwS3	infrastructure_and_utilities_damage	{}
1167686794839826432	2019-08-31	@MyFLFamilies families as they prepare forHurricane Dorian, DCF has been approved by the USDA to release September food assistance benefits to all 67 counties.Current customers who were scheduled to receive their benefits between September 1 and September 14 will now be able to access benefits	requests_or_needs	{}
1167689199807533058	2019-08-31	If food is an issue we will feed you! Follow us at @WCKitchen and thanks for your service! https://t.co/PbeaJ68z7l	requests_or_needs	{}
1167841169830629377	2019-08-31	all these people talking about “i sure hope dorian misses florida, that was a close one” ..NOOOO BITCH I JUST SPENT $150 ON WATER, GAS, AND FOOD, HE BETTER COME AT ME FULL FORCE NOW ὇F #Dorian2019	requests_or_needs	{'florida': 'State'}
1167847987906846720	2019-08-31	Gas stations out of gas. Grocery stores out of water and food. House windows boarded up. All for the mf to make a complete shift on us. I’m done being a Floridian ᾒ6ἿB‍♀️ἰ0 #Dorian	requests_or_needs	{}
1167850368312721408	2019-08-31	What to do before #Dorian • Pay attention to local weather reports • Have the house boarded up or storm shutters in place and have a secure room available • Make sure all your supplies, first aid, food, fuel and personal items are ready for use https://t.co/eCfrv3lwuK	requests_or_needs	{}
1167605166310400000	2019-08-31	Everybody is wondering if they have enough food and water to survive #Dorian and I’m out here trying to figure out my next camera lens... 35mm or 85mm?? ὊD	requests_or_needs	{}
1167605760722907136	2019-08-31	As #HurricaneDorian approaches, dont forget to stock up not only on food and water, but also all your medical essentials. Consider if you should add any of these to your disaster preparations: https://t.co/NKFQyuSoPg	requests_or_needs	{}
1168412296634392577	2019-09-02	Water is frightening ὣ0	requests_or_needs	{}
1168482856961740800	2019-09-02	Please, Somebody Help Us!: Eye Of Slow-Moving Dorian Reaches Grand Bahama; Storm Recorded Gusts As High As 220 MPH https://t.co/xTI1qKNjwV	requests_or_needs	{'Bahama': 'Island'}
1168483791343628289	2019-09-02	Feeding South Florida helps provide food, water in Palm Beach ahead of potential Dorian impacts. https://t.co/1ayXt9xeik	requests_or_needs	{'Florida': 'State', 'Palm Beach': 'City/town'}
1168343834645938178	2019-09-02	This storm, #Dorian, is not a joke. Take the warnings seriously, make preparations, have all your food and medical needs in place. #Floridians need to brace for impact. May God direct and protect.	requests_or_needs	{}
1168363708554387457	2019-09-02	Batten down the Hatches this is going to be a doozy.  Again stock up, drinking water food medical supplies batteries flashlights matches candles propane ice chest cooler sandbags hip waiters. Be prepared to help others that aren’t able to weather the storm https://t.co/gXtoBBgTiS	requests_or_needs	{}
1168367005352812546	2019-09-02	I feel bad for all the people that wasted millions of dollars on water and generators food etc in Florida just so the weather reporters can say welp it’s steering away from Florida not as bad as we predicted #HurricaneDorian sorry for your loss of money our hands are tied	requests_or_needs	{'Florida': 'State'}
1168405786776784896	2019-09-02	@TheRickWilson Dorian is the Donald Trump of hurricanes. Slow moving, bloated and leaving billions of dollars in damage in its wake.	infrastructure_and_utilities_damage	{}
1168561263582035970	2019-09-02	Our docks under water Dorian/King tides https://t.co/6nd2FhyxKC	requests_or_needs	{}
1168562190741360640	2019-09-02	If you are told to evacuate during #Dorian, don’t leave your pets behind! Identify pet-friendly shelters now and have supplies for them, including food, water, bedding and toy. Find a complete list at: https://t.co/tLsyMu56ew https://t.co/lteceCvTDo	requests_or_needs	{}
1168549018533879814	2019-09-02	THREAD: As #HurricaneDorian approaches, heres a quick checklist you can use to make sure you get through the storm OK.  1. Ensure you have food, water, and medications for each person in your home for seven days. https://t.co/IWEUjJfkj6	requests_or_needs	{}
1168572650949623808	2019-09-02	SHELTER INFORMATION:  Where: Ridgeland High School (250 Jaguar Trail, Ridgeland, SC 29936) Opened at 12:00 p.m. Monday September 2 *This shelter is pet-friendly HOWEVER, pet owners MUST BRING a cage, a leash and pet food with them.  #HurricaneDorian #scwx #BeaufortSCEvacuation https://t.co/nKSqADxv8C	requests_or_needs	{'Ridgeland': 'City/town', 'SC': 'State'}
1168582617995853827	2019-09-02	We are now live with @ValenciaGunder. Shes a Bahamian community activist helping coordinate relief efforts for those in need in the Bahamas. #HurricaneDorian   She says they need: water, food, hygiene products, flashlights, etc.  For more info: https://t.co/3A0Fr3hcjn	requests_or_needs	{'Bahamian': 'Island', 'Bahamas': 'Island'}
1168587198620471297	2019-09-02	Well bunkered down generator tested and ready, plenty of fuel, house boarded up, snacks, water, and food. Lets go Dorian lets get this over and done with and deal with any after math we have to.  Be safe everyone and reach out to family and friends letting them know you are OK.	requests_or_needs	{}
1168576165541556224	2019-09-02	Uber is offering free rides to Florida’s shelters as #HurricaneDorian approaches https://t.co/QulIWyzJvT	requests_or_needs	{'Florida': 'State'}
1167911148819120136	2019-08-31	@mikebettes @wxdude @JimCantore @mikeseidel @TevinWooten As #Dorian approaches, heres a reminder of the damage from #HurricaneMatthew in 2016.  Thats the old Bahamas Princess Hotel and Resort, that never recovered. https://t.co/YrMwjq92Ky	infrastructure_and_utilities_damage	{'Bahamas Princess Hotel': 'Human-made Point-of-Interest'}
1167879563889664001	2019-08-31	Ive been prepping here in Myrtle Beach since last week. Have hotel. Cats to vet for rabies cert, microchip on Tuesday. Got cash, gas, food, water, pet supplies. Important papers secured. I dont play. https://t.co/hVAQ63dSVc	requests_or_needs	{'Myrtle Beach': 'City/town'}
1167903848058384387	2019-08-31	Empty frozen/cold food aisle at Aldis in Florida (east coast). #HurricaneDorian  #Nofood https://t.co/uLu6Zt19SO	requests_or_needs	{'Florida': 'State'}
1167624264251523072	2019-08-31	Walmart,  Target by Kissimmee,  no more water,  #HurricaneDorian https://t.co/HYMMWivGyo	requests_or_needs	{'Kissimmee': 'City/town'}
1168162498819702785	2019-09-01	Do you think folx know how triggering it is to keep recalling something that destroyed eveything around you? https://t.co/vPaveF7tW8	infrastructure_and_utilities_damage	{}
1168348579653722118	2019-09-02	Please help!	requests_or_needs	{}
1168351184664584197	2019-09-02	Taking a moment to show how the ECWMF 18z nailed the short term track of #Dorian, so far.   It showed a SW dip before coming back to more of a Due West movement. Almost carbon copied the actual track, did not get close on intensity though.   Food for thought. https://t.co/2L7W4sQ5Bj	requests_or_needs	{}
1168351266893967361	2019-09-02	✅ Shutters  ✅ Batteries ✅ Water ✅ Food ✅ Rxs ✅ Weather-related Bitmojis  #Dorian #HurricanePrep https://t.co/0O2jgHgsaF	requests_or_needs	{}
1168331663954337792	2019-09-02	Uber is offering free rides to shelters. #orlando #dorian #hurricanedorian   https://t.co/nUgDtRcsxS https://t.co/nUgDtRcsxS	requests_or_needs	{'orlando': 'City/town'}
1168323469387423745	2019-09-02	To everyone living in the USA you can help people braving this storm in The Bahamas. Right now, Abaco is in need, Freeport will need us too!. Please send whatever you can; case of water, baby diapers, wipes, feminine products, hygiene products, canned good. #HurricaneDorian https://t.co/aBcqmYBH2b	requests_or_needs	{'USA': 'Country', 'Bahamas': 'Island', 'Abaco': 'Island'}
1168217713048784896	2019-09-01	Video coming in from Marsh Harbor where it took a direct hit from #HurricaneDorian. Buildings damaged and cars flipped.	infrastructure_and_utilities_damage	{'Marsh Harbor': 'City/town'}
1167657248744714241	2019-08-31	We are as prepared for the storm as @HaliosTV and I can be.. (gas, water, food, shelter, etc.) so pup and I are relaxing on the couch while he streams. Then we go to work tomorrow and afterwards bunker down and wait with our loved ones. Stay safe Florida. ⛈☔️ὤF #HurricaneDorian	requests_or_needs	{'Florida': 'State'}
1167660582784380928	2019-08-31	Where to go and when for shelters on the Treasure Coast https://t.co/dFzLLCjizA	requests_or_needs	{}
1167864549321478148	2019-08-31	NOOOO I JUST SPENT $389 ON WATER , AND FOOD, MORE SUPPLIES AT PUBLIX COME AT ME DORIAN IM NOT SCARED OF YOU  #Dorian2019	requests_or_needs	{}
1167653273823830016	2019-08-31	No gas, no water, no food, no escape route....Us Floridians response #HurricaneDorian #Dorian https://t.co/qt89nBex6a	requests_or_needs	{}
1167796338450452480	2019-08-31	#FL Equine shelters #Dorian https://t.co/l56PePap37	requests_or_needs	{'FL': 'State'}
1167801546664534016	2019-08-31	@KeysBabyBaby @POTUS Father we give You thanks and praise for Your protection of those who are in the path of hurricaneἲA Dorian. We thank You that You have set Your angels round about them to keep them safe. Thank You for providing shelter, food, water and everything else they need to get thru.	requests_or_needs	{}
1167502278699429889	2019-08-30	Multiple U.S. Navy ships from U.S. Naval Station Mayport will depart to avoid potential damage. https://t.co/NSwMVhwGCc	infrastructure_and_utilities_damage	{'U.S.': 'Country', 'Mayport': 'City/town'}
1168281553413332992	2019-09-01	Ibuprofen flies off the shelves faster than water.	requests_or_needs	{}
1168260005025505282	2019-09-01	Just watch.  Climate change will be #Trump’s #1 priority if #Maralago is destroyed.  #HurricaneDorian	infrastructure_and_utilities_damage	{'Maralago': 'City/town'}
1168236254900752384	2019-09-01	#HurricaneDorian’s wrath will be felt disproportionately in communities of color and low-income underserved communities where the families already face lack of access to food, healthcare, #broadband, and healthy resilient #affordablehousing.  https://t.co/GPR4S3uion	requests_or_needs	{}
1168272655121883142	2019-09-01	If my ass gets destroyed by Dorian, remember: put Trump in jail If it doesnt, do it anyway	infrastructure_and_utilities_damage	{}
1168273986100301834	2019-09-01	*After Floridians buy all the gas, water, and food in stores*  Dorian: https://t.co/QdxGpIaaVc	requests_or_needs	{}
1168182106612207618	2019-09-01	#HurricaneDorian Water Vapor Imagery https://t.co/wlUJAdTf0Z	requests_or_needs	{}
1168182416575553537	2019-09-01	House is all bunkered up.. Shutters closed, food and water stocked.  Bring it Dorian. #florida	requests_or_needs	{'florida': 'State'}
1168477730750509056	2019-09-02	Please, Somebody Help Us!: Eye Of Slow-Moving Dorian Reaches Grand Bahama; Storm Recorded Gusts As High As 220 MPH https://t.co/bcXoBnpAvP #honkhonk https://t.co/yC6Y3SkwmY	requests_or_needs	{'Bahama': 'Island'}
1168528465588576259	2019-09-02	Help find my dad https://t.co/AJUG5T0s32	requests_or_needs	{}
1168000369546293248	2019-09-01	You should have 6 months food and water minimum. Gov’t will not save you! #amtv #prepping https://t.co/uIP2l3busl	requests_or_needs	{}
1168219085827534848	2019-09-01	Video coming in from Marsh Harbor where it took a direct hit from #HurricaneDorian. Buildings damaged and cars flipped. https://t.co/Urt8Y78iry	infrastructure_and_utilities_damage	{'Marsh Harbor': 'City/town'}
1168248902983802881	2019-09-01	Video from inside the eye of Dorian (Marsh Harbor is destroyed) https://t.co/LhOPnFgtDN	infrastructure_and_utilities_damage	{}
1167946822863572998	2019-08-31	@weatherchannel my father in law is in palm coast Florida. How concerned should I be for his well being? He refuses to evacuate  and the only supplies he has bought are two eight ounce water bottles. I am@not even kidding #HurricaneDorian	requests_or_needs	{'palm coast': 'City/town', 'Florida': 'State'}
1168185905401782272	2019-09-01	Important information for families receiving food assistance benefits. https://t.co/pVcD8qXhWX	requests_or_needs	{}
1168186174663528448	2019-09-01	The worst part about #Dorian that climate change deniers will have to acknowledge: this will soon be the norm not the exception for future hurricanes where the water is as warm as it is. 180 mph sustained winds. Science bless anybody in her path. #Dorian2019 #HurricaneDorian2019	requests_or_needs	{}
1168187486150905860	2019-09-01	Florida and its partners stand ready to quickly restore power once #Dorian passes and it is safe.  But please remember to have your phones charged, water, food and supplies ready! https://t.co/WV5v8Auhy3	requests_or_needs	{'Florida': 'State'}
1168301405536489472	2019-09-01	We will do our best here. I’m all set with food and water, plus where I am at is a nonevacuation area if Jacksonville, FL.	requests_or_needs	{'Jacksonville': 'City/town', 'FL': 'State'}
1168613328765239296	2019-09-02	Jeezzzz. Water splashing in attic...	requests_or_needs	{}
1168602295430459397	2019-09-02	Dorian refugees u can get a heavily discounted cabin hereὄ7 #Asheville https://t.co/ig69p30GO1	requests_or_needs	{'Asheville': 'City/town'}
1168622442438430727	2019-09-02	Will we see a significant impact from #HurricaneDorian? Uncertain. We would rather be prepared though..   sandbags ✅  @WaterBOBUS ✅  food + additional water ✅  Flashlights, lanterns, headlamps ✅   @MyNews13 https://t.co/Dm0ALlnNyJ	requests_or_needs	{}
1168636912686362624	2019-09-02	@TweepCrew   #Freeport completely destroyed...  Heartwrenching...  #HurricaneDorian   Monday September 2, 2019 https://t.co/z7qDHknAZy	infrastructure_and_utilities_damage	{}
1168631151646388230	2019-09-02	Please help if you can	requests_or_needs	{}
1168663327477784577	2019-09-02	@Carnival @RoyalCarribean @MSCCruisesUSA @CruiseNorwegian @CelebrityCruise   Pitch in and please send food, water, aid to #Freeport after Dorian is over	requests_or_needs	{}
1168664428650336258	2019-09-02	Now imagine the damage these storms are gonna being doing 10yrs from now...not good https://t.co/sIJJ4NdBGB	infrastructure_and_utilities_damage	{}
1168665165539287041	2019-09-02	Bahamas Consulate in #Atlanta is accepting emergency supplies for The #Bahamas as part of #HurricaneDorian relief efforts.   2970 Clairmont Road NE Suite 290 Atlanta, GA 30329  Please send water, tarps, nonperishable food, baby items, menstrual products, and first aid items. https://t.co/wlCsc0rNkg	requests_or_needs	{'Bahamas': 'Island', 'Atlanta': 'City/town', 'Clairmont': 'City/town', 'GA': 'State'}
1168665737629720576	2019-09-02	There is no food.  No water.  There is no way out of our community.  Brandisha Adderley details surviving #HurricaneDorian in her own words. Her story is heart-wrenching.  https://t.co/KjLCVvXW3W	requests_or_needs	{}
1168652317731827712	2019-09-02	Send Help !!!	requests_or_needs	{}
1168657895145312256	2019-09-02	#HurricaneDorian destroyed our paradise. We will rebuild. #abacostrong https://t.co/eV3pgQY7rE	infrastructure_and_utilities_damage	{}
1168643971960246272	2019-09-02	Grand Bahamia under water #hurricanedorian https://t.co/pae1qBK0ni	requests_or_needs	{}
1168679747993395200	2019-09-03	Ὢ8Ὢ8URGENTὪ8Ὢ8 A family in Freeport is in need of HELP! Ὢ8 Info is in the picture!! #HurricaneDorian #Bahamas #Freeport #GrandBahama #TheBahamas #NEMA #USCG https://t.co/fI9PaheOXZ	requests_or_needs	{'Bahamas': 'Island'}
1168648772458614784	2019-09-02	Somebody Send Help‼️@realDonaldTrump @USCG	requests_or_needs	{}
1168649612367937538	2019-09-02	Imagine being in the eye. Everything around you is destroyed. You’re only halfway through. #Dorian https://t.co/r3LSjZdkdh	infrastructure_and_utilities_damage	{}
1168651962528743425	2019-09-02	Can I just give a public thank you to @IHOP for staying OPEN during #HurricaneDorian? After doing 12 hours of live #FOX35 TV coverage, I truly appreciated the stellar service and fantastic food at the Daytona Beach A1A location. ὤF https://t.co/lqN2tZjzMa	requests_or_needs	{'Daytona Beach': 'City/town'}
1168885365287071744	2019-09-03	“The cost of evacuation keeps many like Estrada at home — even if that home is in the danger zone. Beyond the travel costs and missed wages, every day theyre not at home means theyre paying for food and shelter somewhere else.” https://t.co/Z4sZgPsCj8	requests_or_needs	{}
1168886518334840833	2019-09-03	Not a day goes by that we are not grateful for people who keep our food banks full of food to get out to the communities who need it most, especially when hurricanes are at our doorstep.   #teamworkmakesthedreamwork  #WeAreFeedingFlorida	requests_or_needs	{}
1168713795860086792	2019-09-03	ἷ4@chefjoseandres and his @WCKitchen Food First Responders were on the ground getting ready to feed Bahamians before #HurricaneDorian arrived. The nonprofit also has chefs deployed in south Florida. https://t.co/pTOQZRldMo	requests_or_needs	{'Florida': 'State'}
1168710269842984960	2019-09-03	.@Uber and @Lyft offering free rides to shelters in wake of #HurricaneDorian #GaNews #scnews #CSRA @WJBF. https://t.co/cFRDJeqqDK	requests_or_needs	{}
1169071393893494785	2019-09-04	Hey @HorrorNightsORL, while were waiting on #Dorian, I have a ? Are there any #HHN29 food offerings this year, like last years #StrangerThings offerings? https://t.co/M96GtwsSRL	requests_or_needs	{}
1169440732714868736	2019-09-05	Call/fax ASAP, demand IMMEDIATE evacuation for prisoners and stockpiling of water and food at every facility.  Florida: tel: (772) 597-3705 fax: (772) 597-3742 Georgia: Gov. tel: 404-656-1776 Fax: 404-657-7332 GDOC tel: 770-504-7312 South Carolina: Gov tel: 803-734-2100 https://t.co/m4P75941XB	requests_or_needs	{'Florida': 'State', 'Georgia': 'State', 'South Carolina': 'State'}
1169441006573498368	2019-09-05	Please help! #HurricaneDorian2019 #dorianbahamas https://t.co/4aCDts93lK	requests_or_needs	{}
1169364892874346498	2019-09-04	Hurricane Dorian parallels Florida while death toll rises in Bahamas https://t.co/4nNzeeI8qG	injured_or_dead_people	{'Florida': 'State', 'Bahamas': 'Island'}
1169365903278055425	2019-09-04	Damage to airport, destroyed planes inside Freeport, Bahamas airport. #HurricaneDorian https://t.co/oFgY0d8RHr	infrastructure_and_utilities_damage	{'Bahamas': 'Island'}
1169661279688187904	2019-09-05	More pictures of damage from #dorian from Dockmasters Shop on Savannah Hwy in Ravenel. My friend’s dad says the back of the shop is destroyed. #chswx https://t.co/BKCn5NwDDV	infrastructure_and_utilities_damage	{'Savannah': 'City/town', 'Ravenel': 'City/town'}
1169741953354932224	2019-09-05	Devastation. Please help if you can. #Dorian	requests_or_needs	{}
1169706986784509953	2019-09-05	$LAND - Gladstone reports no damage to its Florida farms after Dorian https://t.co/lyGQ7spdqG	infrastructure_and_utilities_damage	{'Florida': 'State'}
1169617715985887233	2019-09-05	WATCH: There is extensive damage at the Grand Bahama International Airport in Freeport. Hurricane Dorian ripped apart planes and buildings at the airport in the Bahamas. https://t.co/lqksOFXRBt	infrastructure_and_utilities_damage	{'Bahamas': 'Island'}
1169619667670962177	2019-09-05	alright dorian, do some damage so i can stay here a little longer @ Virginia Beach, Virginia https://t.co/AdIabR71PL	infrastructure_and_utilities_damage	{'Virginia Beach': 'City/town', 'Virginia': 'State'}
1169621764638425088	2019-09-05	In #Dorians path? Protect your family with tips from FDA on food, water, and medical product safety. https://t.co/tTLb2QRz4z #NatlPrep https://t.co/NUCurHhoW9	requests_or_needs	{}
1169625174733443072	2019-09-05	Multiple People Trapped By Dorian In Marsh Harbor, Including Meteorologist Jim Edds, With Medical Emergencies And No Food... https://t.co/dCvFN44TkX @weaselzippers #AAG	requests_or_needs	{'Marsh Harbor': 'City/town'}
1169341370320003072	2019-09-04	WATCH: There is extensive damage at the Grand Bahama International Airport in Freeport.  Hurricane Dorian ripped apart planes and buildings at the airport in the Bahamas. https://t.co/uRnk5QePMw https://t.co/rJcClmxY2q	infrastructure_and_utilities_damage	{'Bahamas': 'Island'}
1169019538614169600	2019-09-03	This is hard to watch, literally everything has been destroyed. How do they even begin to recover from this?! https://t.co/FfvU4XHUZy	infrastructure_and_utilities_damage	{}
1169583229294338048	2019-09-05	A Flagler Beach home without a deck today, thanks to #Dorian Check this out! Hear from the man who was home when it collapsed, tonight on @fox35orlando at 10pm. #Fox35News #HurricaneDorian #DorianOnFOX https://t.co/1bwDN9dH9p	infrastructure_and_utilities_damage	{'Flagler Beach': 'City/town'}
1169383004575338496	2019-09-04	this school shoulda been destroyed......... dorian.. fuck u	infrastructure_and_utilities_damage	{}
1169685123652042752	2019-09-05	The package was labeled dinamitar, which mean dynamite in Spanish. Police say the cocaine will be destroyed. https://t.co/xglmV5D5Bw	infrastructure_and_utilities_damage	{}
1169748317888274432	2019-09-05	Ready for #HurricaneDorian? Officials say you should stock up on non-perishable food, water, a battery-powered radio and a first-aid kit. Read on for more details — and stay safe! https://t.co/XZ6MEHv0MW	requests_or_needs	{}
1169668130135781376	2019-09-05	WATCH: There is extensive damage at the Grand Bahama International Airport in Freeport. Hurricane Dorian ripped apart planes and buildings at the airport in the Bahamas. https://t.co/YKTYrajvEs	infrastructure_and_utilities_damage	{'Bahamas': 'Island'}
1169671419103457280	2019-09-05	New video/photos released by friends of Green Turtle Cay shows how #HurricaneDorian destroyed Abacos and Grand, Bahamas. https://t.co/DbDHg0Cd2C	infrastructure_and_utilities_damage	{'Green Turtle Cay': 'City/town', 'Abacos': 'Island', 'Bahamas': 'Island'}
1169677623670247424	2019-09-05	#HurricaneDorian expected to severely impact parts of Atlantic this weekend. BE READY!   Emerg supplies: water, food, meds, cash, charge devices, outdoor furniture inside, fill car, follow instructions of emerg officials. For more tips: https://t.co/O4iKu6O2nR #atlstorm https://t.co/tDySWKSnqp	requests_or_needs	{'Atlantic': 'City/town'}
1169736025347936257	2019-09-05	The climate catastrophe is already happening, it just isn’t evenly distributed... https://t.co/bp2pm5Ocr0	requests_or_needs	{}
1169780438111522817	2019-09-06	#MarshHarbour and #Freeport airports closed until December due to the #damage cause by #HurricaneDorian #disruptions #airlines #flights #itineraries @JetsonLes https://t.co/9pNsfZtyTZ	infrastructure_and_utilities_damage	{}
1169784270996561920	2019-09-06	We need help‼️ generators, fuel, tarps,food, water, personal hygiene products, diapers, formula, pet supplies,pillows, blankets, sleeping bags, air mattresses,batteries, flashlights, cleaning supplies, first aid kits, tools, garbage bags, #HurricaneDorian #dorianbahamas	requests_or_needs	{}
1169791673322418177	2019-09-06	Please help Bahamians in any way you can!! Ὁ4	requests_or_needs	{'Bahamians': 'Island'}
1170032022733168641	2019-09-06	Dorians floodwaters trap people in attics in North Carolina.  The North Carolina National Guard is preparing to fly communications equipment, water, and food to Ocracoke Island from Kinston.  https://t.co/E8g3AjSb6o	requests_or_needs	{'North Carolina': 'State', 'Ocracoke Island': 'Island', 'Kinston': 'City/town'}
1169972745125400577	2019-09-06	More damage from #HurricaneDorian in Elizabeth City, NC. @AllisonWTKR is across the street from Northeastern High School where a large tree crashed down. @WTKR3 https://t.co/Xl5wJEUt16 https://t.co/pXq0ulqBmY	infrastructure_and_utilities_damage	{'Elizabeth': 'City/town', 'NC': 'State'}
1169973836152016896	2019-09-06	Thank goodness no damage to report here from #HurricaneDorian. Starting to clear up.	infrastructure_and_utilities_damage	{}
1169760273227550720	2019-09-05	Gorgeous sunset provided by Dorian in Kannapolis, NC @wxbrad @stormchaserQ @fox46amanda @rowan_county_wx https://t.co/3fRb9eXnEF	requests_or_needs	{'Kannapolis': 'City/town', 'NC': 'State'}
1169717253241278466	2019-09-05	A reminder why @CityofNewBern is a very nervous community: #HurricaneFlorence damaged or destroyed nearly 1800 homes &amp; inflicted more than $100 million in damage overall. This city is still hurting, and #HurricaneDorian is potentially salt on a very open wound. @ABC11_WTVD @ABC https://t.co/w3zW05CzCs	infrastructure_and_utilities_damage	{}
1169721419112095746	2019-09-05	$LAND:  Gladstone reports no damage to its Florida farms after Dorian:  https://t.co/gJqUou8xfa	infrastructure_and_utilities_damage	{'Florida': 'State'}
1169799470814498816	2019-09-06	@NCDOT_I40  MM 414 was found damaged and repaired all during #HurricaneDorian , Hats off to all involved, A JOB WELL DONE!! https://t.co/eQOkZA65nn	infrastructure_and_utilities_damage	{}
1170017514547503104	2019-09-06	We need the government to universally lift duty and VAT on all food, water and other essential items into the Abacos and Grand Bahama. No conversation or process needed.   #HurricaneDorian	requests_or_needs	{'Abacos': 'Island', 'Grand Bahama': 'Island'}
1170064138841874432	2019-09-06	To everyone donating to our efforts to help the Bahamas in the wake of Dorian. They are asking for us to hold off on any clothing shoes or bedding. Supplies needed are medical supplies dry food supplies water and… https://t.co/2rYY2VE2Zj	requests_or_needs	{'Bahamas': 'Island'}
1169613447044182016	2019-09-05	Helpful tip from @ConeHealth: freeze a cup of water and put a coin on top. After #HurricaneDorian, check the cup: if the coin is on the bottom of a cup of frozen water, you need to throw out the food b/c it thawed and re-froze.   https://t.co/Q49oNKWoHM	requests_or_needs	{}
1170108660036624384	2019-09-06	As #HurricaneDorian leaves North Carolina, Gov. Cooper and state and local emergency officials announced that help has arrived at Ocracoke Island and food and water is on the way to those stranded there. https://t.co/i3nRiNPbqn https://t.co/HV4Vxhy7uP	requests_or_needs	{'North Carolina': 'State', 'Ocracoke Island': 'Island'}
1169802260844597248	2019-09-06	Please help if you can. https://t.co/xQUkLEGsFw	requests_or_needs	{}
1170092103784906752	2019-09-06	On #CelebrityEquinox approaching Freeport to drop off food and other supplies. #SymphonyoftheSeas appears in the distance, doing the same. #HurricaneDorian https://t.co/LShW3CV6pm	requests_or_needs	{}
1170193070324879360	2019-09-07	@NYinLA2121 That’s exactly the amount of damage you would have expected in Alabama if Dorian had hit it after crossing over Florida...	infrastructure_and_utilities_damage	{'Alabama': 'State', 'Florida': 'State'}
1170137148961501184	2019-09-07	@FixMetroMDT @MiamiDadeBCC @MayorGimenez Shameful and self serving publicity stunt! They need essentials (i.e. food, water, aid) and first responders to assist them! Not politicians seeking photo-ops!	requests_or_needs	{}
1170143105867223042	2019-09-07	After Dorian, police drive through Savannah handing out food to homeless, those in need https://t.co/MrKKdbHwFE https://t.co/MR4zyQOMU0	requests_or_needs	{'Savannah': 'City/town'}
1170347929053388800	2019-09-07	We’re working in close coordination with our partners in Florida to provide shelter for evacuees from the Bahamas in the aftermath of #HurricaneDorian. Well also provide food, water, hygiene items, health services and emotional support as they rebuild and recover.	requests_or_needs	{'Florida': 'State', 'Bahamas': 'Island'}
1170348342762713088	2019-09-07	RT RedCross: We’re working in close coordination with our partners in Florida to provide shelter for evacuees from the Bahamas in the aftermath of #HurricaneDorian. Well also provide food, water, hygiene items, health services and emotional support as t… https://t.co/HX2GsdGwio	requests_or_needs	{'Florida': 'State', 'Bahamas': 'Island'}
